age,workclass,education,marital-status,occupation,relationship,hours-per-week,capital-change,income
Middle-age, Government, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Widowed, Priv-house-serv, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Adm-clerical, Unmarried,Over-workload,No-change, <=50K
Middle-age, Government, HS-grad, Divorced, Handlers-cleaners, Not-in-family,Normal-workload,No-change, >50K
Middle-age, Private, HS-grad, Never-married, Transport-moving, Own-child,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Senior, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Unmarried,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Not-in-family,Over-workload,No-change, <=50K
Senior, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-gain, >50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Young, Private, Some-college, Never-married, Other-service, Other-relative,Normal-workload,No-change, <=50K
Young, Government, Assoc-voc, Never-married, Craft-repair, Own-child,Over-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Transport-moving, Husband,Over-workload,Capital-loss, <=50K
Middle-age, Government, Masters, Divorced, Exec-managerial, Not-in-family,Normal-workload,No-change, >50K
Middle-age, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband,Over-workload,No-change, >50K
Young, Private, Low-education, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Young, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,Capital-gain, >50K
Middle-age, Private, Masters, Separated, Machine-op-inspct, Unmarried,Over-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried,Less-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Tech-support, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Other-service, Unmarried,Over-workload,No-change, <=50K
Senior, Private, HS-grad, Divorced, Transport-moving, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Separated, Other-service, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Prof-specialty, Own-child,Normal-workload,No-change, <=50K
Young, Self-emp-inc, Low-education, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Middle-age, Government, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Senior, Government, Bachelors, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Low-education, Divorced, Craft-repair, Own-child,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Other-service, Other-relative,Normal-workload,No-change, <=50K
Young, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Other-relative,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Over-workload,Capital-gain, >50K
Young, Private, HS-grad, Divorced, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Divorced, Prof-specialty, Unmarried,Normal-workload,Capital-gain, <=50K
Middle-age, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife,Over-workload,Capital-gain, >50K
Senior, Private, Low-education, Married-civ-spouse, Other-service, Husband,Normal-workload,No-change, <=50K
Senior, Government, HS-grad, Widowed, Other-service, Unmarried,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband,Over-workload,No-change, <=50K
Senior, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family,Normal-workload,Capital-gain, <=50K
Young, Private, Assoc-voc, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Never-married, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Prof-specialty, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Divorced, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Separated, Machine-op-inspct, Unmarried,Normal-workload,No-change, <=50K
Senior, Government, HS-grad, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Young, Government, Bachelors, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Young, Government, Some-college, Never-married, Farming-fishing, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband,Normal-workload,No-change, <=50K
Senior, Government, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,Capital-gain, >50K
Middle-age, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Young, Private, Bachelors, Never-married, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife,Normal-workload,Capital-gain, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Private, Some-college, Married-civ-spouse, Sales, Husband,Over-workload,Capital-gain, >50K
Senior, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-gain, >50K
Middle-age, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Government, Some-college, Married-civ-spouse, Protective-serv, Husband,Over-workload,No-change, <=50K
Senior, Government, Masters, Widowed, Prof-specialty, Not-in-family,Less-workload,No-change, <=50K
Senior, Government, HS-grad, Divorced, Handlers-cleaners, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Some-college, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Senior, Private, Low-education, Married-civ-spouse, Other-service, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-AF-spouse, Other-service, Wife,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Normal-workload,Capital-loss, <=50K
Senior, Self-emp-not-inc, Low-education, Married-civ-spouse, Craft-repair, Husband,Less-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Transport-moving, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family,Normal-workload,Capital-gain, >50K
Young, Private, Bachelors, Never-married, Sales, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Assoc-acdm, Never-married, Sales, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Tech-support, Husband,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Sales, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Low-education, Never-married, Adm-clerical, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, Bachelors, Separated, Exec-managerial, Not-in-family,Over-workload,Capital-gain, >50K
Young, Private, Some-college, Never-married, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Middle-age, Government, Masters, Married-civ-spouse, Prof-specialty, Husband,Less-workload,No-change, <=50K
Middle-age, Private, Masters, Divorced, Prof-specialty, Unmarried,Normal-workload,Capital-loss, >50K
Middle-age, Private, Bachelors, Divorced, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Senior, Government, Masters, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Young, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Tech-support, Own-child,Less-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Widowed, Prof-specialty, Unmarried,Normal-workload,Capital-gain, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Normal-workload,Capital-loss, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband,Normal-workload,No-change, >50K
Middle-age, Government, Bachelors, Never-married, Prof-specialty, Other-relative,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Sales, Own-child,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Tech-support, Husband,Normal-workload,No-change, >50K
Young, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Over-workload,No-change, <=50K
Senior, Private, Bachelors, Widowed, Other-service, Not-in-family,Less-workload,No-change, <=50K
Senior, Private, Masters, Never-married, Prof-specialty, Not-in-family,Normal-workload,Capital-gain, <=50K
Young, Government, HS-grad, Married-civ-spouse, Protective-serv, Wife,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband,Less-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Unmarried,Less-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Prof-specialty, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,Over-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Machine-op-inspct, Own-child,Normal-workload,Capital-loss, <=50K
Young, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Never-married, Exec-managerial, Not-in-family,Over-workload,No-change, <=50K
Senior, Private, HS-grad, Widowed, Transport-moving, Not-in-family,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband,Less-workload,No-change, <=50K
Middle-age, Government, Low-education, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Other-service, Own-child,Normal-workload,Capital-gain, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Tech-support, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband,Over-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Less-workload,No-change, <=50K
Middle-age, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Government, Some-college, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Young, Private, Some-college, Separated, Adm-clerical, Unmarried,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,Capital-gain, >50K
Middle-age, Self-emp-not-inc, Low-education, Married-civ-spouse, Other-service, Wife,Less-workload,No-change, <=50K
Middle-age, Private, Bachelors, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,Capital-loss, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Young, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, <=50K
Young, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Over-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Young, Self-emp-not-inc, Low-education, Never-married, Craft-repair, Own-child,Over-workload,No-change, <=50K
